post,time,image,num of likes,num of comments,comments 
,2021-06-30 19:46:30,https://scontent.fmnl9-1.fna.fbcdn.net/v/t1.6435-9/fr/cp0/e15/q65/209569331_1148764365608251_6979808427980842790_n.jpg?_nc_cat=109&ccb=1-4&_nc_sid=110474&_nc_ohc=aJF1ch323xsAX9X_0rh&_nc_ht=scontent.fmnl9-1.fna&oh=161861160fa1019403288623eacb2948&oe=61338FB6,988,196,[]
"NOW HAPPENING: Manila City Mayor Isko Moreno Domagoso speaks at the Regional Peace and Order Council & Manila Anti-Drug Abuse Council Joint Meeting today, June 30.

#BagongMaynila",2021-06-30 16:16:23,https://scontent.fmnl9-1.fna.fbcdn.net/v/t1.6435-9/fr/cp0/e15/q65/209925098_1148654588952562_7279876135509129215_n.jpg?_nc_cat=108&ccb=1-4&_nc_sid=110474&_nc_ohc=LqUkx1Z1DjcAX_pHBV9&_nc_ht=scontent.fmnl9-1.fna&oh=8e53af73649e6b1e105444399ce4ff91&oe=61312686,329,9,[]
"ALERT: Nananawagan po ang Manila Health Department sa mga taong may hawak na “queueing number” na bumalik na sa mga vaccination site.

Nakatanggap po tayo ng ulat na ang ilang mga taong may queueing number ayHigit pa umalis sa vaccination site at hindi pa bumabalik.

Ito ay maaaring makapagpabagal sa operasyon ng bakunahan ngayong araw.

#AlertoManileno #COVID19PH",2021-06-30 16:06:57,https://scontent.fmnl9-2.fna.fbcdn.net/v/t1.6435-9/fr/cp0/e15/q65/203713494_1148650465619641_191291780372221145_n.jpg?_nc_cat=103&ccb=1-4&_nc_sid=110474&_nc_ohc=K7JJzp6dkuoAX_2fCd3&_nc_ht=scontent.fmnl9-2.fna&oh=8fb8a989b477b6d8a3fbc31ab7cccd6e&oe=613483A3,786,261,[]
"TINGNAN: Nagsagawa ng afternoon cleaning, flushing at declogging operations ang mga kawani ng New Sta. Ana Market, Central Market, Pritil Market, New Arranque Market, Pampanga Market at Divisoria Market ngayong araw bilang bahagi ng pagpapanatili ng kalinisan dito.

#AlertoManileno",2021-06-30 15:47:09,https://scontent.fmnl9-1.fna.fbcdn.net/v/t1.6435-9/fr/cp0/e15/q65/206758854_1148641498953871_7571035815286101373_n.jpg?_nc_cat=109&ccb=1-4&_nc_sid=110474&_nc_ohc=lbHgkXkAjHgAX_xxTgT&_nc_ht=scontent.fmnl9-1.fna&oh=2850747fca31110c89b490d3498584f8&oe=6133305B,180,0,[]
"ANNOUNCEMENT: Magkakaroon tayo ng “1st Batang Maynila Sports Clinic” sa darating na July 12. Ito ay bukas sa edad na 15-25.

Ito ang mga sumusunod na sports activities:
-Lawn Tennis
-Badminton
-Table Tennis

AngHigit pa mga requirements ay ang mga sumusunod:
-For ages 15-17 years old: SWAB OR ANTIGEN TEST
-For ages 18-25 years old: VACCINE ID/CERTIFICATE, OR ANTIGEN TEST
-copy of valid ID with Manila address
-Picture with white background and copy of birth certificate
-Barangay certificate with dry seal & copy of parent's ID

Hingin lamang ang kopya ng online registration form sa masco@manila.gov.ph

Ipasa rin ang mga requirements sa masco@manila.gov.ph

Manila, God first!

#BagongMaynila",2021-06-30 15:00:38,https://scontent.fmnl9-2.fna.fbcdn.net/v/t1.6435-9/fr/cp0/e15/q65/201134512_1148621632289191_98338310618699588_n.jpg?_nc_cat=102&ccb=1-4&_nc_sid=110474&_nc_ohc=ABArPoq3MvMAX_iKpJy&_nc_ht=scontent.fmnl9-2.fna&oh=4c5cb4e365fb46614a30d6ca24f4156c&oe=61328444,376,33,[]
"LOOK: The Veterinary Inspection Board (VIB) Special Enforcement Squad — headed by Dr. Nick Santos Jr. — conducted a routine meat inspection at Pampanga Market in Tondo and Trabajo Market in Sampaloc on Monday,Higit pa June 28.

The VIB Special Enforcement Squad aims to protect consumers from meat products that have not passed their strict inspection requirements.

#AlertoManileno",2021-06-30 14:30:08,https://scontent.fmnl9-2.fna.fbcdn.net/v/t1.6435-9/fr/cp0/e15/q65/211191558_1148591755625512_8904317721967212151_n.jpg?_nc_cat=111&ccb=1-4&_nc_sid=8024bb&_nc_ohc=VMMvGGkC3WcAX9Mvpr3&_nc_oc=AQmM4qi4Xd5JdgNiKZuxfxuES_6yhEDaTkmIWyl7Gc5xx6ENq6t-Hog8rlrUBsAAr7o&_nc_ht=scontent.fmnl9-2.fna&oh=2f942be5907814c2ec417b9623624290&oe=613307BC,125,2,[]
"LOOK: Manila Traffic and Parking Bureau (MTPB) attended First Aid Training sessions conducted by Manila Disaster and Risk Reduction Management Office (MDRRMO) personnel on June 26 and June 29.

These enforcersHigit pa are now equipped with the necessary skills to be MTPB First Responders. They can immediately help those hurt in road accidents or other on-the-road emergencies.

#AlertoManileno",2021-06-30 14:07:19,https://scontent.fmnl9-2.fna.fbcdn.net/v/t1.6435-9/fr/cp0/e15/q65/205712343_1148599705624717_7522576906478267373_n.jpg?_nc_cat=103&ccb=1-4&_nc_sid=110474&_nc_ohc=qIjJubdggW4AX8h_JUR&_nc_ht=scontent.fmnl9-2.fna&oh=3ed6f7adbc070214949ab189c137aee5&oe=61319A61,194,1,[]
"TINGNAN: Nagsagawa ng morning cleaning operation ang mga kawani ng Sampaloc Market, New Arranque Market, Dagonoy Market, Divisoria Market, Central Market, Obrero Market, Pritil Market at Pampanga Market ngayong araw ng Miyerkules, June 30.

#AlertoManileno",2021-06-30 09:00:18,https://scontent.fmnl9-2.fna.fbcdn.net/v/t1.6435-9/fr/cp0/e15/q65/205263116_1148457825638905_157564600319354880_n.jpg?_nc_cat=105&ccb=1-4&_nc_sid=110474&_nc_ohc=kHZAI813IMgAX_Qrpp4&_nc_ht=scontent.fmnl9-2.fna&oh=97fba60e60d6beb45b922bbbd712a2ac&oe=61335637,161,1,[]
,2021-06-30 07:18:46,https://scontent.fmnl9-1.fna.fbcdn.net/v/t1.6435-9/fr/cp0/e15/q65/205464094_1148398492311505_3054133641569948673_n.jpg?_nc_cat=100&ccb=1-4&_nc_sid=110474&_nc_ohc=l7_2Gfq69fwAX-hqbdD&_nc_ht=scontent.fmnl9-1.fna&oh=52b04fee68b2931db402cf9eb33072ce&oe=6131A47E,867,114,[]
"TINGNAN: Inilunsad ng Ospital ng Maynila Medical Center ngayong araw, ika-29 ng Hunyo ang Robotics Rehab program nito para sa mga pasyente na sumasailalim sa physical therapy.

Ayon kay Manila Mayor Francisco 'Higit paIsko Moreno' Domagoso, bahagi ito ng tuloy-tuloy na pagpapaunlad ng lokal na pamahalaan sa medical equipment at facilities ng district hospitals upang makapaghahatid ang mga ito ng mahusay na serbisyong pangkalusugan sa mga Manilenyo.

Sa tulong ng Robocare Solutions, Inc., nag-rent ang Pamahalaang Lungsod ng dalawang set ng tatlong unit ng Hybrid Assistive Limb o HAL na gumagana sa pamamagitan ng advanced robotic rehabilitation technology.

Ito'y magagamit nang libre at makatutulong sa pagpapagaling ng mga pasyenteng mayroong spinal cord injury, parkinson’s disease, stroke, traumatic brain injury, at progressive intractable neuromuscular diseases.

(Photos by Christian Turingan / MPIO)

#AlertoManileno",2021-06-29 20:15:06,https://scontent.fmnl9-1.fna.fbcdn.net/v/t1.6435-9/fr/cp0/e15/q65/208259616_1148058092345545_1671956737593173088_n.jpg?_nc_cat=106&ccb=1-4&_nc_sid=110474&_nc_ohc=c5TB_vgwVxwAX9efuwv&_nc_ht=scontent.fmnl9-1.fna&oh=a87fb8833a2115bb5c0beca602812e15&oe=6131926A,829,35,[]
,2021-06-29 18:45:19,https://scontent.fmnl9-2.fna.fbcdn.net/v/t1.6435-9/fr/cp0/e15/q65/209194670_1148009169017104_4092322732499872447_n.jpg?_nc_cat=103&ccb=1-4&_nc_sid=110474&_nc_ohc=_ceSUqxygqUAX_xaszj&_nc_ht=scontent.fmnl9-2.fna&oh=66877dc960c950c5b62b906ea81c6900&oe=61310F44,1735,592,[]
"BREAKING: About 2,280 vials or 22,800 doses of Moderna COVID-19 vaccines have arrived at the Sta. Ana Hospital on Tuesday at 6:10pm.

#AlertoManileno",2021-06-29 18:27:38,https://scontent.fmnl9-2.fna.fbcdn.net/v/t1.6435-9/fr/cp0/e15/q65/209267919_1147999625684725_8001175595785854491_n.jpg?_nc_cat=102&ccb=1-4&_nc_sid=8024bb&_nc_ohc=kwuS6uuf8MkAX_R5MWO&_nc_ht=scontent.fmnl9-2.fna&oh=8caaacab0849521fda4666ea732b6503&oe=6130F39E,1930,117,[]
,2021-06-29 17:24:50,https://scontent.fmnl9-2.fna.fbcdn.net/v/t1.6435-9/fr/cp0/e15/q65/209121235_1147972365687451_267943931870450539_n.jpg?_nc_cat=107&ccb=1-4&_nc_sid=8024bb&_nc_ohc=m339RWTKsAwAX8vQdXC&_nc_ht=scontent.fmnl9-2.fna&oh=a81d3355ea9281c65f33aa57b82ba189&oe=6131AC57,359,35,[]
"TINGNAN: Nagpunta ang Kadiwa Rolling Store sa Barangay 191 Zone 17 at Barangay 232 Zone 21 sa District 2 ngayong araw, June 29.

Simula Abril 2020 ay umiikot ang Kadiwa Rolling Store dala-dala ang mga murangHigit pa bilihin para sa mga Batang Maynila.

Katuwang ng Lungsod ng Maynila ang Department of Agriculture, Tinapayan Festival, Teresita's Fruits and Vegetables, Dagupan Boneless Bangus, Food Crafters Frozen Products, Taste Buds at Puregold para sa programang ito na patuloy na sinusuyod ang mga barangay sa Maynila upang makapagdala ng mga pangunahing bilihin sa kani-kanilang mga tahanan.

#AlertoManileno",2021-06-29 16:47:15,https://scontent.fmnl9-2.fna.fbcdn.net/v/t1.6435-9/fr/cp0/e15/q65/204612699_1147955199022501_423502983072793582_n.jpg?_nc_cat=101&ccb=1-4&_nc_sid=110474&_nc_ohc=Kzp3ffJwVfwAX_pRoVF&_nc_ht=scontent.fmnl9-2.fna&oh=cc996e575a4f5d94b54c911e64b0f0ad&oe=61319872,230,3,[]
"TINGNAN: Nagsagawa ang mga kawani ng Dagonoy Market, Central Market, Divisoria Market, Pampanga Market, Paco Market, New Sta, Ana Market at Bambang Market ngayong araw ng Martes, June 29.

#AlertoManileno",2021-06-29 15:30:40,https://scontent.fmnl9-2.fna.fbcdn.net/v/t1.6435-9/fr/cp0/e15/q65/204792146_1147912765693411_3819904204941958441_n.jpg?_nc_cat=101&ccb=1-4&_nc_sid=8024bb&_nc_ohc=1getQfQqX4wAX8tMOm0&_nc_ht=scontent.fmnl9-2.fna&oh=dcab8586ad2794f39e8989c8c797373e&oe=6131A79B,211,3,[]
"COVID-19 MONITORING: Latest coronavirus data in the City of Manila, as of June 29, 2021.

#AlertoManileno #COVID19PH",2021-06-29 14:00:55,https://scontent.fmnl9-2.fna.fbcdn.net/v/t1.6435-9/fr/cp0/e15/q65/200027523_1147844642366890_7131203654390264068_n.jpg?_nc_cat=110&ccb=1-4&_nc_sid=8024bb&_nc_ohc=ALaOZkUuZMsAX_Q3i12&_nc_ht=scontent.fmnl9-2.fna&oh=5bf7443b5cd0336798bf1a709ca9fcb0&oe=61318CE5,280,9,[]
"Tayo po ay nakapagkamit ng bagong record sa ating isinasagawang mass vaccination program, kung saan umabot po sa 35,572 na katao ang ating nabakunahan sa loob lamang ng isang araw.

Magparehistro po sa Higit pawww.manilacovid19vaccine.ph para makapag-reserve ng inyong slot sa ating vaccination program. Vaccine Nation is the Solution!

Manila, God first! —Mayor Isko Moreno Domagoso",2021-06-29 11:00:38,,968,105,[]
"TINGNAN: Ngayong araw ng Martes, June 29 ay nagsagawa ng cleaning operqtion ang mga kawani ng Divisoria Market, New Arranque Market, Pritil Market, Dagonoy Market, Central Market at San Andres Market.

Bahagi ngHigit pa malawakang cleaning operation sa Lungsod ng Maynila ang araw-araw na pahlilinis ng mga kawani ng Market Administration Office sa mga pampublikong pamilihan na nasasailalim dito.

#AlertoManileno",2021-06-29 10:00:10,https://scontent.fmnl9-1.fna.fbcdn.net/v/t1.6435-9/fr/cp0/e15/q65/203940788_1147763042375050_7929867603888007339_n.jpg?_nc_cat=104&ccb=1-4&_nc_sid=8024bb&_nc_ohc=LkD9zNXg_HYAX9fNXhT&_nc_ht=scontent.fmnl9-1.fna&oh=8d8bce07b0d3514f5617c1e183fb4b30&oe=6131D28F,234,3,[]
"LOOK: The MDRRMO team began flushing operations in Recto Avenue and the Divisoria area at 7 a.m. on Tuesday, June 29.

Flushing operations are done to wash away the grime from the city's streets. This needs toHigit pa be done frequently in areas that get a lot of foot traffic. Clean surroundings may help prevent the spread of diseases.

#AlertoManileno",2021-06-29 09:02:29,https://scontent.fmnl9-1.fna.fbcdn.net/v/t1.6435-9/fr/cp0/e15/q65/206743129_1147761259041895_3798655610311347944_n.jpg?_nc_cat=106&ccb=1-4&_nc_sid=110474&_nc_ohc=VoYjR5P5qTQAX-dgrcb&_nc_ht=scontent.fmnl9-1.fna&oh=60da3f72fed57a14969b14e2fbadaf22&oe=61337318,417,10,[]
"LOOK: The DPS District 3 Sweepers began cleaning up the Quiapo area at 4 a.m. today, Tuesday, June 29.

The DPS team covered Carriedo Street, Plaza Lacson, Palanca Street, Quezon Boulevard, Alvarez Street, RectoHigit pa Avenue, T. Alonzo Street, Evangelista Street, Bustos Street, Rizal Avenue, Raon Street (a.k.a. Gonzalo Puyat Street), A. Mendoza Street, and Lacson Avenue.

#AlertoManileno",2021-06-29 08:30:40,https://scontent.fmnl9-1.fna.fbcdn.net/v/t1.6435-9/fr/cp0/e15/q65/208671530_1147748149043206_2429911277614023512_n.jpg?_nc_cat=100&ccb=1-4&_nc_sid=110474&_nc_ohc=I2PefSEmjAwAX9kK5id&_nc_ht=scontent.fmnl9-1.fna&oh=0ae93fa048ec4ff86d6b9c2598374e72&oe=6134AD5E,283,78,[]
"MEOC RT-PCR SWAB TESTING HOTLINES: Para sa mga nais magpa swab test nang libre sa Quirino Grandstand, naririto ang contact numbers ng Manila Emergency Operation Center (MEOC).

Sa pangunguna ng Manila HealthHigit pa Department (MHD), 100 na katao ang sasailalim sa drive-thru swab testing kada araw. Libre ito para sa Manilans and non-Manilans.

Nakahanda rin ang Quarantine Facilities ng lungsod para sa mga indibidwal na mag-popositibo hangga’t kayanin ng kapasidad ng mga ito.

Lahat ng mga nais magpa swab test ay kinakailangan mag-schedule ng appointment sa MEOC.

I-contact lamang ang anuman sa mga sumusunod na numero:

09555875981
09983226367
09555875976
09052423327
09636023177
09615869957

#AlertoManileno #COVID19PH",2021-06-29 07:42:07,https://scontent.fmnl9-1.fna.fbcdn.net/v/t1.6435-9/fr/cp0/e15/q65/204253102_1147727099045311_3512265493628832814_n.jpg?_nc_cat=108&ccb=1-4&_nc_sid=110474&_nc_ohc=GDwDaSK32eoAX-lUb1l&_nc_ht=scontent.fmnl9-1.fna&oh=2d84aa8be110398e9c57174c3c7316c1&oe=61317844,583,88,[]
"BUSINESS ALERT: #TheSMStore San Lazaro and Sta. Mesa will hold a 3-Day Sale this Friday, July 2, until Sunday, July 4, from 10AM to 9PM.

#TheSMStore reminds the public to properly wear their face mask and faceHigit pa shield in order to enjoy up to 50% off on selected items.

This information is published in line with the Manila City government’s close working relations with local businesses based in the nation’s capital.

#AlertoManileno",2021-06-28 19:00:02,https://scontent.fmnl9-2.fna.fbcdn.net/v/t1.6435-9/fr/cp0/e15/q65/209001346_1147327595751928_1784161237164831925_n.jpg?_nc_cat=102&ccb=1-4&_nc_sid=8024bb&_nc_ohc=_ywaOWwj7BcAX9G_X-t&_nc_ht=scontent.fmnl9-2.fna&oh=5431b05a75636f00872c695dd2f7a31c&oe=6133EDA7,220,19,[]
"CITY HEALTH ADVISORY: Wala po tayong COVID-19 mass vaccination bukas, araw ng Martes, June 29.

Kasabay nito ay wala rin munang isasagawa na second dose vaccination para sa mga indibidwal na una nang nabakunahanHigit pa gamit ang Sputnik V vaccine.

Manatiling nakaantabay sa ating social media pages para sa anunsyo ukol sa COVID-19 mass vaccination schedules sa lungsod.

Maraming salamat po.

#AlertoManileno #COVID19PH",2021-06-28 17:23:00,https://scontent.fmnl9-2.fna.fbcdn.net/v/t1.6435-9/fr/cp0/e15/q65/209277491_1147321302419224_5069189351505376773_n.jpg?_nc_cat=110&ccb=1-4&_nc_sid=110474&_nc_ohc=90MoH0Yv760AX-V_Ict&_nc_ht=scontent.fmnl9-2.fna&oh=359a8772b8764ea7d8e97886819a108b&oe=61310AB9,1227,284,[]
"Nakiisa po ang Lungsod ng Maynila sa proyektong vaccination express kasama ang Office of the Vice President at VP Leni Robredo. Ang vaccination express po na ito ay para sa ating mga tricycle drivers at delivery riders.

Manila, God first! —Mayor Isko Moreno Domagoso",2021-06-28 17:00:02,,715,40,[]
"COVID-19 MONITORING: Latest coronavirus data in the City of Manila, as of June 28, 2021.

#AlertoManileno #COVID19PH",2021-06-28 14:00:17,https://scontent.fmnl9-2.fna.fbcdn.net/v/t1.6435-9/fr/cp0/e15/q65/205627987_1147217262429628_4932513140455502120_n.jpg?_nc_cat=102&ccb=1-4&_nc_sid=8024bb&_nc_ohc=rKmxnHjgQ9MAX84KFnJ&_nc_ht=scontent.fmnl9-2.fna&oh=cd653b5309212a87cfc015ba4f497b42&oe=61326DED,333,11,[]
"LOOK: Manila Mayor Isko Moreno Domagoso and Vice Mayor Honey Lacuna-Pangan led the Bekshiekleta ceremonial awarding of 50 bicycles under the partnership of the city government and the Department of Labor and Employment Livelihood and Emergency Employmet Program.

(Photos by Christian Turingan/MPIO)",2021-06-28 13:30:48,https://scontent.fmnl9-2.fna.fbcdn.net/v/t1.6435-9/fr/cp0/e15/q65/207535024_1147195479098473_3613143603222395493_n.jpg?_nc_cat=110&ccb=1-4&_nc_sid=8024bb&_nc_ohc=Fl-kkT-tS3cAX_k6Ybm&_nc_ht=scontent.fmnl9-2.fna&oh=722a85dacf7e2b3ed3aa3919d54597b1&oe=6133B5F2,895,24,[]
"Noong nakaraang linggo po ay ating ginunita ang ika-450 na Araw ng Maynila. Nawa'y magsilbing paalala sa ating mga Batang Maynila ang mga aral ng nakaraan upang magamit natin sa ating hinaharap.

Mabuhay ang Lungsod ng Maynila! Manila, God first! —Mayor Isko Moreno Domagoso",2021-06-28 12:00:58,,388,18,[]
"TINGNAN: Nagsagawa ng morning cleaning operation ang mga kawani ng Divisoria Market, Central Market, Pritil Market at Dagonoy Market ngayong araw ng Lunes, June 28.

#AlertoManileno",2021-06-28 10:45:38,https://scontent.fmnl9-2.fna.fbcdn.net/v/t1.6435-9/fr/cp0/e15/q65/198805005_1147148945769793_3405311501348517176_n.jpg?_nc_cat=110&ccb=1-4&_nc_sid=8024bb&_nc_ohc=PSgCtfcQZuEAX_b0gMH&_nc_ht=scontent.fmnl9-2.fna&oh=09c1ff9f703edfcd598e8315f84a2762&oe=6134BA68,322,4,[]
"CITY HEALTH ADVISORY: Wala po tayong COVID-19 mass vaccination bukas, araw ng Lunes, June 28.

Manatiling nakatutok sa ating social media pages hinggil sa vaccination schedules ng lungsod sa susunod na mga araw.

Maraming salamat po.

#AlertoManileno #COVID19PH",2021-06-27 20:11:20,https://scontent.fmnl9-1.fna.fbcdn.net/v/t1.6435-9/fr/cp0/e15/q65/204842682_1146773509140670_1964489860258275675_n.jpg?_nc_cat=106&ccb=1-4&_nc_sid=110474&_nc_ohc=6hsIj6yL3QQAX8BGKPh&_nc_ht=scontent.fmnl9-1.fna&oh=b95056d9d24ee749496a834d41cbe6e5&oe=6133E2B7,1495,261,[]
"LOOK: The MDRRMO conducted misting and fogging operations at the Manila City Hall earlier today, Sunday, June 27.

Like many government offices, the City Hall frequently experiences heavy foot traffic. Thus, itHigit pa needs to undergo regular misting and fogging operations.

The daily sanitation and disinfection routines are integral parts of the City Government of Manila's proactive stance in fighting COVID-19. It has pushed for the relentless implementation of preventive measures. Misting and fogging is among the said measures.

#AlertoManileno",2021-06-27 17:10:05,https://scontent.fmnl9-2.fna.fbcdn.net/v/t1.6435-9/fr/cp0/e15/q65/208326802_1146695545815133_4161043373614422487_n.jpg?_nc_cat=102&ccb=1-4&_nc_sid=110474&_nc_ohc=iEQVOQomDIQAX_vMfkC&_nc_ht=scontent.fmnl9-2.fna&oh=23a0a47e8c13978e7444134e032cd097&oe=61312ED2,362,19,[]
"WATCH: This video features one of the former residents of Manila who was relocated to Trece Martires, Cavite.

Department of Public Services (DPS) personnel delivered 1,200 COVID-19 Food Security Program (FSP)Higit pa boxes to the said relocation site yesterday, Saturday, June 26.

To recall, last June 23, the DPS personnel had also delivered 820 FSP boxes to Manileño families relocated to Naic, Cavite.

#AlertoManileno",2021-06-27 12:51:14,,574,29,[]
"LOOK: DPS personnel continue doing their sanitation, disinfection, and clearing operations today, Saturday, June 26.

The DPS District 1 team hauled the garbage dumped at Isla Puting Bato. For their part, the DPS District 3 team hauled garbage at Delpan Bridge.

#AlertoManileno",2021-06-26 19:00:15,https://scontent.fmnl9-2.fna.fbcdn.net/v/t1.6435-9/fr/cp0/e15/q65/207510550_1146084309209590_8129398732894635616_n.jpg?_nc_cat=101&ccb=1-4&_nc_sid=8024bb&_nc_ohc=MYhgSt2rrzgAX_orqbF&_nc_ht=scontent.fmnl9-2.fna&oh=323f000c7f8848689841d2428ff5f653&oe=61344575,244,16,[]
"LOOK: The MDRRMO team conducted misting and fogging operations at the Department of Education (DepEd) office, Parks Development Office (PDO), and the Metropolitan Trial Court (MTC) today, Saturday, June 26.

Misting and fogging operations are done from Monday to Sunday, as well as holidays, in the City of Manila.

#AlertoManileno",2021-06-26 14:30:54,https://scontent.fmnl9-1.fna.fbcdn.net/v/t1.6435-9/fr/cp0/e15/q65/203361397_1145987445885943_8866744091162052792_n.jpg?_nc_cat=106&ccb=1-4&_nc_sid=8024bb&_nc_ohc=p2TYfMf5d3wAX_EcC2a&_nc_ht=scontent.fmnl9-1.fna&oh=5620952ab30c1227e57f32ddd6c38944&oe=6133DEEB,175,22,[]
"TINGNAN: Nagsagawa ng morning cleaning operation ang mga kawani ng Divisoria Market, Dagonoy Market, New Arranque Market, Pampanga Market, Obrero Market at Central Market ngayong araw ng Sabado, June 26.

#AlertoManileno",2021-06-26 10:15:15,https://scontent.fmnl9-2.fna.fbcdn.net/v/t1.6435-9/fr/cp0/e15/q65/200877300_1145894639228557_5145686808591102971_n.jpg?_nc_cat=102&ccb=1-4&_nc_sid=110474&_nc_ohc=pDYh2AEBLhEAX8Gl-0M&_nc_ht=scontent.fmnl9-2.fna&oh=6efd313674e9c92cd1399f7b8de87666&oe=61331BCB,229,24,[]
"TINGNAN: Nagpapatuloy ngayong araw, ika-26 ng Hunyo, ang COVID-19 MASS VACCINATION sa Lungsod ng Maynila.

MAHALAGANG PAALALA para sa lahat:

Idaraos po ang pagbabakuna hanggang 8pm. Hinihikayat natin ang lahatHigit pa na magtungo sa ating vaccination sites sa iba pang mga oras upang makaiwas sa siksikan. Nais po naming matiyak ang kaligtasan ninyo.

Makatatanggap ng kanilang SECOND DOSE ng SINOVAC vaccine ang mga kabilang sa A1, A2, at A3 priority groups na una nang nabakunahan noong May 29, 2021. Idaraos ang pagbabakuna sa 12 community sites mula District 1 hanggang District 6.

Para sa lahat ng magpapabakuna, ipakita lamang po ang inyong printed waiver form o QR code para sa verification.

Dalhin din ang inyong ID at huwag kalimutan ang pagsunod sa minimum health protocols pagdating sa vaccination site.

#AlertoManileno #COVID19PH",2021-06-26 08:20:28,https://scontent.fmnl9-1.fna.fbcdn.net/v/t1.6435-9/fr/cp0/e15/q65/206196727_1145845905900097_5991060389344700291_n.jpg?_nc_cat=100&ccb=1-4&_nc_sid=110474&_nc_ohc=M1LIqAADW1gAX90YH_A&_nc_ht=scontent.fmnl9-1.fna&oh=91d7812ecea7f527d9c99db830d264d9&oe=6132AE8B,595,54,[]
"Attention. Please share with your loved ones.

Magpapatuloy po bukas, June 26, ang COVID-19 MASS VACCINATION sa Lungsod ng Maynila.

MAHALAGANG PAALALA po para sa lahat:

Idaraos po ang pagbabakuna hanggang 8pm.Higit pa Hinihikayat natin ang lahat na magtungo sa ating vaccination sites sa iba pang mga oras upang makaiwas sa siksikan. Nais po naming matiyak ang kaligtasan ninyo.

Makatatanggap po ng kanilang SECOND DOSE ng SINOVAC vaccine ang mga kabilang sa A1, A2, at A3 priority groups na una nang nabakunahan noong May 29, 2021. Idaraos po ang pagbabakuna sa 12 community sites mula District 1 hanggang District 6.

Para po sa lahat ng magpapabakuna, ipakita lamang po ang inyong printed waiver form o QR code para sa verification.

Dalhin din po ang inyong ID at huwag kalimutan ang pagsunod sa minimum health protocols pagdating sa vaccination site. Maraming salamat po.

Manila, God first! ☝️ —Mayor Isko Moreno Domagoso",2021-06-25 18:57:31,https://scontent.fmnl9-2.fna.fbcdn.net/v/t1.6435-9/fr/cp0/e15/q65/206588155_1145462769271744_1198675438535917460_n.jpg?_nc_cat=105&ccb=1-4&_nc_sid=110474&_nc_ohc=hhLLiRLEtvoAX8GtZM2&_nc_oc=AQmFXXHncRxu8PGnWFDREm9c3K_HmdKUlnOGUnBNUgcfiZ2Q4X38HQ6QtLLYMOaUO3s&_nc_ht=scontent.fmnl9-2.fna&oh=032543596a02f1981ca0d6ee820883f9&oe=61331301,1483,429,[]
"WATCH: The Manila City government presents Manila COVID-19 Field Hospital, a 344-bed medical facility to decongest the local government's six district hospitals and allow the city to cater more COVID-19 and non-COVID-19 patients.

#AlertoManileno #COVID19PH",2021-06-25 15:10:03,,422,41,[]
"TINGNAN: Pinangunahan nina Manila Mayor Francisco 'Isko Moreno' Domagoso, Vice Mayor Maria Sheilah 'Honey' Lacuna-Pangan ang pagpapasinaya sa Manila COVID-19 Field Hospital ngayong Araw ng Maynila, ika-24 ngHigit pa Hunyo.

Kasama rin sa okasyon sina Senate Committee on Health and Demography Chairman Senator Bong Go, Executive Secretary Salvado Medialdea, NTF Against COVID-19 Deputy Chief Implementer Sec. Vince Dizon, DOH Secretary Francisco Duque III, National Parks Development Committee Executive Director Cecille Romero, MMDA Chairman Benjamin 'Benhur' Abalaos Jr., and MMDA General Manager Jojo Garcia.

Ang naturang ospital na nasa Burnham Green sa Rizal Park ay may 344 bed capacity na kayang kumalinga sa mild to moderate COVID-19 patients.

(Photos by K R De Asis / MPIO)

#AlertoManileno #COVID19PH",2021-06-24 20:02:58,https://scontent.fmnl9-1.fna.fbcdn.net/v/t1.6435-9/fr/cp0/e15/q65/205230059_1144797862671568_2021103708388760759_n.jpg?_nc_cat=108&ccb=1-4&_nc_sid=110474&_nc_ohc=_Ni_fW1G-AQAX-Eq_sb&_nc_ht=scontent.fmnl9-1.fna&oh=c493495107171ac67e991ad7a7c19653&oe=613325E6,1457,100,[]
"BUSINESS ALERT: In celebration of the 450th anniversary of the City of Manila, Lucky Chinatown Mall will hold a sale starting this Thursday, June 24, until Sunday, June 27.

Lucky Chinatown Mall managementHigit pa reminds the public to properly wear their face mask and face shield in order to enjoy the up to 70% off discount on selected items.

This information is published in line with the Manila City government’s close working relations with local businesses based in the nation’s capital.

#AlertoManileno #Manila450",2021-06-24 19:30:09,https://scontent.fmnl9-1.fna.fbcdn.net/v/t1.6435-9/fr/cp0/e15/q65/202658078_1144762182675136_4815351259111013491_n.jpg?_nc_cat=106&ccb=1-4&_nc_sid=8024bb&_nc_ohc=84s_APVIOucAX-GaALf&_nc_ht=scontent.fmnl9-1.fna&oh=51a7d96d8ba925ef6451387b60546bd8&oe=61315D90,173,14,[]
